 0	                               0.6366197
 1	                               0.3183099
 2	                               0.1893038
 3	                               0.1248007
 4	                               0.0881441
 5	                               0.0654108
 6	                               0.0503839
 7	                               0.0399548
 8	                               0.0324325
 9	                               0.0268350
10	                               0.0225607
11	                               0.0192253
12	                               0.0165740
13	                               0.0144324
14	                               0.0126785
15	                               0.0112243
16	                               0.0100056
17	                               0.0089742
18	                               0.0080938
19	                               0.0073364
20	                               0.0066802
21	                               0.0061080
22	                               0.0056060
23	                               0.0051602
24	                               0.0047708
25	                               0.0046049
26	                               0.0041108
27	                              -0.0092254
28	                               0.0034242
29	                               1.0773128
30	                               0.0164720
31	                            -101.1954727
32	                              -1.3373008
33	                           10827.7451172
34	                             152.3458252
35	                        -1305524.8750000
36	                          -19448.8652344
37	                       176193392.0000000
38	                         2770638.5000000
39	                    -26456846336.0000000
40	                      -437930048.0000000
