 0	                   0.6366197723675813824
 1	                   0.3183098861837906912
 2	                   0.1893037484509927183
 3	                   0.1248006795845937319
 4	                  0.08814412785195930479
 5	                  0.06541083468620715745
 6	                  0.05038386523132862581
 7	                  0.03995475205931937776
 8	                  0.03243252592779296775
 9	                  0.02683496668717189404
10	                   0.0225607137874593476
11	                  0.01922532153162508024
12	                  0.01657396051528715514
13	                  0.01443244215954173594
14	                  0.01267850612064244087
15	                  0.01122434046837797887
16	                  0.01000558691336278478
17	                 0.008974224557694210954
18	                 0.008093845999740779349
19	                 0.007336449559252959223
20	                 0.006680224557026817047
21	                 0.006108029891947495716
22	                 0.005605990472859968615
23	                   0.0051602400860908926
24	                 0.004770800394582527386
25	                 0.004604906142969750839
26	                 0.004110843298508727676
27	                -0.009225441575441670899
28	                 0.003424161551344952821
29	                    1.077312806141941281
30	                  0.01647199799636755204
31	                   -101.1954761781715888
32	                   -1.337300749090816562
33	                    10827.74547934337637
34	                    152.3458258334576037
35	                     -1305524.8675827149
36	                   -19448.86452959717563
37	                    176193397.0291485254
38	                    2770638.574651286454
39	                   -26456847081.45298551
40	                   -437930032.2145993646
